BioProject	AssemblyAccession	AssemblyName	Organism	SpeciesTaxid	BioSampleAccn	ContigN50	Coverage	Strain	Pathovar	Owner
PRJNA988133	GCA_035023605.1	ASM3502360v1	Xanthomonas campestris pv. campestris (g-proteobacteria)	339	SAMN36368343	137873	148	WHRI 8463B	campestris	University of Exeter
PRJNA988133	GCA_035023585.1	ASM3502358v1	Xanthomonas campestris pv. campestris (g-proteobacteria)	339	SAMN36368334	141407	154	WHRI 8429A	campestris	University of Exeter
PRJNA988133	GCA_035023565.1	ASM3502356v1	Xanthomonas campestris pv. campestris (g-proteobacteria)	339	SAMN36368333	183920	166	WHRI 5494A	campestris	University of Exeter
PRJNA988133	GCA_035023545.1	ASM3502354v1	Xanthomonas campestris pv. campestris (g-proteobacteria)	339	SAMN36368341	158415	178	WHRI 8455A	campestris	University of Exeter
PRJNA988133	GCA_035023525.1	ASM3502352v1	Xanthomonas campestris pv. campestris (g-proteobacteria)	339	SAMN36368322	123031	141	WHRI 3877 (NCPPB 1645)	campestris	University of Exeter
PRJNA988133	GCA_035023505.1	ASM3502350v1	Xanthomonas campestris pv. campestris (g-proteobacteria)	339	SAMN36368332	147974	97	WHRI 5487	campestris	University of Exeter
PRJNA988133	GCA_035023485.1	ASM3502348v1	Xanthomonas campestris pv. campestris (g-proteobacteria)	339	SAMN36368331	116918	128	WHRI 5485	campestris	University of Exeter
PRJNA988133	GCA_035023465.1	ASM3502346v1	Xanthomonas campestris pv. campestris (g-proteobacteria)	339	SAMN36368328	115436	149	WHRI 5190	campestris	University of Exeter
PRJNA988133	GCA_035023445.1	ASM3502344v1	Xanthomonas campestris pv. campestris (g-proteobacteria)	339	SAMN36368327	124905	136	WHRI 5176	campestris	University of Exeter
PRJNA988133	GCA_035023425.1	ASM3502342v1	Xanthomonas campestris pv. campestris (g-proteobacteria)	339	SAMN36368309	147828	175	WHRI 3811	campestris	University of Exeter
PRJNA988133	GCA_035023405.1	ASM3502340v1	Xanthomonas campestris pv. campestris (g-proteobacteria)	339	SAMN36368337	160758	201	WHRI 8446	campestris	University of Exeter
PRJNA988133	GCA_035023385.1	ASM3502338v1	Xanthomonas campestris pv. campestris (g-proteobacteria)	339	SAMN36368326	135189	91	WHRI 3971A	campestris	University of Exeter
PRJNA988133	GCA_035023365.1	ASM3502336v1	Xanthomonas campestris pv. campestris (g-proteobacteria)	339	SAMN36368336	163618	163	WHRI 8441A	campestris	University of Exeter
PRJNA988133	GCA_035023345.1	ASM3502334v1	Xanthomonas campestris pv. campestris (g-proteobacteria)	339	SAMN36368330	165449	121	WHRI 5219 (NCPPB 2517)	campestris	University of Exeter
PRJNA988133	GCA_035023325.1	ASM3502332v1	Xanthomonas campestris pv. campestris (g-proteobacteria)	339	SAMN36346939	96794	243	WHRI 6309A	campestris	University of Exeter
PRJNA988133	GCA_035023305.1	ASM3502330v1	Xanthomonas campestris pv. campestris (g-proteobacteria)	339	SAMN36346923	117600	279	WHRI 6181	campestris	University of Exeter
PRJNA988133	GCA_035023285.1	ASM3502328v1	Xanthomonas campestris pv. campestris (g-proteobacteria)	339	SAMN36346921	126136	319	WHRI 6136	campestris	University of Exeter
PRJNA988133	GCA_035023265.1	ASM3502326v1	Xanthomonas campestris pv. campestris (g-proteobacteria)	339	SAMN36346930	109821	262	WHRI 6189	campestris	University of Exeter
PRJNA988133	GCA_035023245.1	ASM3502324v1	Xanthomonas campestris pv. campestris (g-proteobacteria)	339	SAMN36346929	89900	244	WHRI 6188	campestris	University of Exeter
PRJNA988133	GCA_035023225.1	ASM3502322v1	Xanthomonas campestris pv. campestris (g-proteobacteria)	339	SAMN36346920	119320	316	WHRI 6090	campestris	University of Exeter
PRJNA988133	GCA_035023205.1	ASM3502320v1	Xanthomonas campestris pv. campestris (g-proteobacteria)	339	SAMN36346932	96737	265	WHRI 6191	campestris	University of Exeter
PRJNA988133	GCA_035023185.1	ASM3502318v1	Xanthomonas campestris pv. campestris (g-proteobacteria)	339	SAMN36368394	143911	194	WHRI 6086	campestris	University of Exeter
PRJNA988133	GCA_035023165.1	ASM3502316v1	Xanthomonas campestris pv. campestris (g-proteobacteria)	339	SAMN36368393	123871	146	WHRI 6085	campestris	University of Exeter
PRJNA988133	GCA_035023145.1	ASM3502314v1	Xanthomonas campestris pv. campestris (g-proteobacteria)	339	SAMN36368392	141166	153	WHRI 6084	campestris	University of Exeter
PRJNA988133	GCA_035023125.1	ASM3502312v1	Xanthomonas campestris pv. campestris (g-proteobacteria)	339	SAMN36368388	131996	166	WHRI 6077	campestris	University of Exeter
PRJNA988133	GCA_035023105.1	ASM3502310v1	Xanthomonas campestris pv. campestris (g-proteobacteria)	339	SAMN36368387	121200	147	WHRI 6076	campestris	University of Exeter
PRJNA988133	GCA_035023085.1	ASM3502308v1	Xanthomonas campestris pv. campestris (g-proteobacteria)	339	SAMN36368395	124905	183	WHRI 8462A	campestris	University of Exeter
PRJNA988133	GCA_035023065.1	ASM3502306v1	Xanthomonas campestris pv. campestris (g-proteobacteria)	339	SAMN36368315	116918	210	WHRI 3836E	campestris	University of Exeter
PRJNA988133	GCA_035023045.1	ASM3502304v1	Xanthomonas campestris pv. campestris (g-proteobacteria)	339	SAMN36368389	140714	155	WHRI 6081	campestris	University of Exeter
PRJNA988133	GCA_035023025.1	ASM3502302v1	Xanthomonas campestris pv. campestris (g-proteobacteria)	339	SAMN36368321	163374	164	WHRI 3876 (NCPPB 1043)	campestris	University of Exeter
PRJNA988133	GCF_034554195.1	ASM3455419v1	Xanthomonas campestris pv. campestris (g-proteobacteria)	339	SAMN36001472	83867	152	5589	campestris	University of Exeter
PRJNA988133	GCF_034554155.1	ASM3455415v1	Xanthomonas campestris pv. campestris (g-proteobacteria)	339	SAMN36001471	81158	187	5588	campestris	University of Exeter
PRJNA988133	GCF_034554165.1	ASM3455416v1	Xanthomonas campestris pv. campestris (g-proteobacteria)	339	SAMN36001545	141166	271	10217A	campestris	University of Exeter
PRJNA988133	GCF_034554115.1	ASM3455411v1	Xanthomonas campestris pv. campestris (g-proteobacteria)	339	SAMN36001544	136060	366	10215A	campestris	University of Exeter
PRJNA988133	GCF_034554135.1	ASM3455413v1	Xanthomonas campestris pv. campestris (g-proteobacteria)	339	SAMN36001543	115689	288	10213	campestris	University of Exeter
PRJNA988133	GCF_034554075.1	ASM3455407v1	Xanthomonas campestris pv. campestris (g-proteobacteria)	339	SAMN36001541	121127	454	8959A	campestris	University of Exeter
PRJNA988133	GCF_034554095.1	ASM3455409v1	Xanthomonas campestris pv. campestris (g-proteobacteria)	339	SAMN36001542	145844	439	8964	campestris	University of Exeter
PRJNA988133	GCF_034554055.1	ASM3455405v1	Xanthomonas campestris pv. campestris (g-proteobacteria)	339	SAMN36001537	117744	334	8903A	campestris	University of Exeter
PRJNA988133	GCF_034554035.1	ASM3455403v1	Xanthomonas campestris pv. campestris (g-proteobacteria)	339	SAMN36001540	104466	323	8934A	campestris	University of Exeter
PRJNA988133	GCF_034554015.1	ASM3455401v1	Xanthomonas campestris pv. campestris (g-proteobacteria)	339	SAMN36001539	109833	343	8909A	campestris	University of Exeter
PRJNA988133	GCF_034553995.1	ASM3455399v1	Xanthomonas campestris pv. campestris (g-proteobacteria)	339	SAMN36001538	112146	378	8908	campestris	University of Exeter
PRJNA988133	GCF_034553975.1	ASM3455397v1	Xanthomonas campestris pv. campestris (g-proteobacteria)	339	SAMN36001536	112342	334	8891A	campestris	University of Exeter
PRJNA988133	GCF_034553955.1	ASM3455395v1	Xanthomonas campestris pv. campestris (g-proteobacteria)	339	SAMN36001535	112137	366	8819	campestris	University of Exeter
PRJNA988133	GCF_034553515.1	ASM3455351v1	Xanthomonas campestris pv. campestris (g-proteobacteria)	339	SAMN36001513	116620	355	5806	campestris	University of Exeter
PRJNA988133	GCF_034553525.1	ASM3455352v1	Xanthomonas campestris pv. campestris (g-proteobacteria)	339	SAMN36001516	90107	357	5811B	campestris	University of Exeter
PRJNA988133	GCF_034553925.1	ASM3455392v1	Xanthomonas campestris pv. campestris (g-proteobacteria)	339	SAMN36001534	105436	313	8708	campestris	University of Exeter
PRJNA988133	GCF_034553895.1	ASM3455389v1	Xanthomonas campestris pv. campestris (g-proteobacteria)	339	SAMN36001533	123688	371	6414	campestris	University of Exeter
PRJNA988133	GCF_034553875.1	ASM3455387v1	Xanthomonas campestris pv. campestris (g-proteobacteria)	339	SAMN36001470	85360	155	5587	campestris	University of Exeter
PRJNA988133	GCF_034553855.1	ASM3455385v1	Xanthomonas campestris pv. campestris (g-proteobacteria)	339	SAMN36001532	123625	321	6413	campestris	University of Exeter
PRJNA988133	GCF_034553835.1	ASM3455383v1	Xanthomonas campestris pv. campestris (g-proteobacteria)	339	SAMN36001531	107506	292	6290	campestris	University of Exeter
PRJNA988133	GCF_034553815.1	ASM3455381v1	Xanthomonas campestris pv. campestris (g-proteobacteria)	339	SAMN36001530	130865	310	6198	campestris	University of Exeter
PRJNA988133	GCF_034553795.1	ASM3455379v1	Xanthomonas campestris pv. campestris (g-proteobacteria)	339	SAMN36001529	109029	310	6195Rx	campestris	University of Exeter
PRJNA988133	GCF_034553775.1	ASM3455377v1	Xanthomonas campestris pv. campestris (g-proteobacteria)	339	SAMN36001528	117600	336	6181Rx	campestris	University of Exeter
PRJNA988133	GCF_034553755.1	ASM3455375v1	Xanthomonas campestris pv. campestris (g-proteobacteria)	339	SAMN36001527	123833	398	6023A	campestris	University of Exeter
PRJNA988133	GCF_034553735.1	ASM3455373v1	Xanthomonas campestris pv. campestris (g-proteobacteria)	339	SAMN36001526	110948	334	6020A	campestris	University of Exeter
PRJNA988133	GCF_034553715.1	ASM3455371v1	Xanthomonas campestris pv. campestris (g-proteobacteria)	339	SAMN36001525	116620	351	6019C	campestris	University of Exeter
PRJNA988133	GCF_034553695.1	ASM3455369v1	Xanthomonas campestris pv. campestris (g-proteobacteria)	339	SAMN36001524	107522	340	6019A	campestris	University of Exeter
PRJNA988133	GCF_034553675.1	ASM3455367v1	Xanthomonas campestris pv. campestris (g-proteobacteria)	339	SAMN36001523	117532	358	6018A	campestris	University of Exeter
PRJNA988133	GCF_034553655.1	ASM3455365v1	Xanthomonas campestris pv. campestris (g-proteobacteria)	339	SAMN36001469	81689	130	5586	campestris	University of Exeter
PRJNA988133	GCF_034553635.1	ASM3455363v1	Xanthomonas campestris pv. campestris (g-proteobacteria)	339	SAMN36001520	107685	367	5821	campestris	University of Exeter
PRJNA988133	GCF_034553615.1	ASM3455361v1	Xanthomonas campestris pv. campestris (g-proteobacteria)	339	SAMN36001522	109045	380	3977A	campestris	University of Exeter
PRJNA988133	GCF_034553595.1	ASM3455359v1	Xanthomonas campestris pv. campestris (g-proteobacteria)	339	SAMN36001521	107156	389	7073	campestris	University of Exeter
PRJNA988133	GCF_034553575.1	ASM3455357v1	Xanthomonas campestris pv. campestris (g-proteobacteria)	339	SAMN36001517	83475	347	5814	campestris	University of Exeter
PRJNA988133	GCF_034553555.1	ASM3455355v1	Xanthomonas campestris pv. campestris (g-proteobacteria)	339	SAMN36001518	85737	350	5816	campestris	University of Exeter
PRJNA988133	GCF_034553535.1	ASM3455353v1	Xanthomonas campestris pv. campestris (g-proteobacteria)	339	SAMN36001519	85706	379	5819	campestris	University of Exeter
PRJNA988133	GCF_034553475.1	ASM3455347v1	Xanthomonas campestris pv. campestris (g-proteobacteria)	339	SAMN36001514	85656	336	5808	campestris	University of Exeter
PRJNA988133	GCF_034553455.1	ASM3455345v1	Xanthomonas campestris pv. campestris (g-proteobacteria)	339	SAMN36001515	85656	375	5811A	campestris	University of Exeter
PRJNA988133	GCF_034553465.1	ASM3455346v1	Xanthomonas campestris pv. campestris (g-proteobacteria)	339	SAMN36001468	80587	176	5585	campestris	University of Exeter
PRJNA988133	GCF_034553435.1	ASM3455343v1	Xanthomonas campestris pv. campestris (g-proteobacteria)	339	SAMN36001512	96401	422	5804	campestris	University of Exeter
PRJNA988133	GCF_034553375.1	ASM3455337v1	Xanthomonas campestris pv. campestris (g-proteobacteria)	339	SAMN36001511	121842	346	5802	campestris	University of Exeter
PRJNA988133	GCF_034553385.1	ASM3455338v1	Xanthomonas campestris pv. campestris (g-proteobacteria)	339	SAMN36001508	107821	316	5796	campestris	University of Exeter
PRJNA988133	GCF_034553355.1	ASM3455335v1	Xanthomonas campestris pv. campestris (g-proteobacteria)	339	SAMN36001509	125064	366	5784	campestris	University of Exeter
PRJNA988133	GCF_034553365.1	ASM3455336v1	Xanthomonas campestris pv. campestris (g-proteobacteria)	339	SAMN36001510	114210	301	5800	campestris	University of Exeter
PRJNA988133	GCF_034553335.1	ASM3455333v1	Xanthomonas campestris pv. campestris (g-proteobacteria)	339	SAMN36001507	109565	289	5792	campestris	University of Exeter
PRJNA988133	GCF_034553255.1	ASM3455325v1	Xanthomonas campestris pv. campestris (g-proteobacteria)	339	SAMN36001501	109090	393	5779	campestris	University of Exeter
PRJNA988133	GCF_034553275.1	ASM3455327v1	Xanthomonas campestris pv. campestris (g-proteobacteria)	339	SAMN36001506	122255	335	5791	campestris	University of Exeter
PRJNA988133	GCF_034553285.1	ASM3455328v1	Xanthomonas campestris pv. campestris (g-proteobacteria)	339	SAMN36001502	107122	359	5780	campestris	University of Exeter
PRJNA988133	GCF_034553265.1	ASM3455326v1	Xanthomonas campestris pv. campestris (g-proteobacteria)	339	SAMN36001504	120962	442	5783	campestris	University of Exeter
PRJNA988133	GCF_034553235.1	ASM3455323v1	Xanthomonas campestris pv. campestris (g-proteobacteria)	339	SAMN36001500	109086	388	5778	campestris	University of Exeter
PRJNA988133	GCF_034553135.1	ASM3455313v1	Xanthomonas campestris pv. campestris (g-proteobacteria)	339	SAMN36001467	307154	136	5583	campestris	University of Exeter
PRJNA988133	GCF_034553085.1	ASM3455308v1	Xanthomonas campestris pv. campestris (g-proteobacteria)	339	SAMN36001505	108272	375	5789	campestris	University of Exeter
PRJNA988133	GCF_034553105.1	ASM3455310v1	Xanthomonas campestris pv. campestris (g-proteobacteria)	339	SAMN36001499	108247	359	5773	campestris	University of Exeter
PRJNA988133	GCF_034553055.1	ASM3455305v1	Xanthomonas campestris pv. campestris (g-proteobacteria)	339	SAMN36001497	124891	420	5771	campestris	University of Exeter
PRJNA988133	GCF_034553035.1	ASM3455303v1	Xanthomonas campestris pv. campestris (g-proteobacteria)	339	SAMN36001498	100930	94	5772	campestris	University of Exeter
PRJNA988133	GCF_034553015.1	ASM3455301v1	Xanthomonas campestris pv. campestris (g-proteobacteria)	339	SAMN36001496	95803	315	5743	campestris	University of Exeter
PRJNA988133	GCF_034552995.1	ASM3455299v1	Xanthomonas campestris pv. campestris (g-proteobacteria)	339	SAMN36001495	95885	377	5742	campestris	University of Exeter
PRJNA988133	GCF_034552975.1	ASM3455297v1	Xanthomonas campestris pv. campestris (g-proteobacteria)	339	SAMN36001494	116620	383	5741	campestris	University of Exeter
PRJNA988133	GCF_034552955.1	ASM3455295v1	Xanthomonas campestris pv. campestris (g-proteobacteria)	339	SAMN36001493	109566	383	5740	campestris	University of Exeter
PRJNA988133	GCF_034552935.1	ASM3455293v1	Xanthomonas campestris pv. campestris (g-proteobacteria)	339	SAMN36001466	86636	187	5582	campestris	University of Exeter
PRJNA988133	GCF_034552915.1	ASM3455291v1	Xanthomonas campestris pv. campestris (g-proteobacteria)	339	SAMN36001492	110382	361	5739	campestris	University of Exeter
PRJNA988133	GCF_034552895.1	ASM3455289v1	Xanthomonas campestris pv. campestris (g-proteobacteria)	339	SAMN36001491	144776	400	5737	campestris	University of Exeter
PRJNA988133	GCF_034552875.1	ASM3455287v1	Xanthomonas campestris pv. campestris (g-proteobacteria)	339	SAMN36001490	95885	422	5736	campestris	University of Exeter
PRJNA988133	GCF_034552855.1	ASM3455285v1	Xanthomonas campestris pv. campestris (g-proteobacteria)	339	SAMN36001489	96169	366	5735	campestris	University of Exeter
PRJNA988133	GCF_034552835.1	ASM3455283v1	Xanthomonas campestris pv. campestris (g-proteobacteria)	339	SAMN36001487	111392	394	5733	campestris	University of Exeter
PRJNA988133	GCF_034552815.1	ASM3455281v1	Xanthomonas campestris pv. campestris (g-proteobacteria)	339	SAMN36001488	96169	348	5734	campestris	University of Exeter
PRJNA988133	GCF_034552795.1	ASM3455279v1	Xanthomonas campestris pv. campestris (g-proteobacteria)	339	SAMN36001486	89187	361	5732	campestris	University of Exeter
PRJNA988133	GCF_034552775.1	ASM3455277v1	Xanthomonas campestris pv. campestris (g-proteobacteria)	339	SAMN36001484	108390	318	5745	campestris	University of Exeter
PRJNA988133	GCF_034552755.1	ASM3455275v1	Xanthomonas campestris pv. campestris (g-proteobacteria)	339	SAMN36001485	102733	253	5746	campestris	University of Exeter
PRJNA988133	GCF_034552735.1	ASM3455273v1	Xanthomonas campestris pv. campestris (g-proteobacteria)	339	SAMN36001483	107116	317	5744	campestris	University of Exeter
PRJNA988133	GCF_034552715.1	ASM3455271v1	Xanthomonas campestris pv. campestris (g-proteobacteria)	339	SAMN36001482	89187	362	5715A	campestris	University of Exeter
PRJNA988133	GCF_034552695.1	ASM3455269v1	Xanthomonas campestris pv. campestris (g-proteobacteria)	339	SAMN36001465	102609	122	5499	campestris	University of Exeter
PRJNA988133	GCF_034552675.1	ASM3455267v1	Xanthomonas campestris pv. campestris (g-proteobacteria)	339	SAMN36001481	89187	356	5714B	campestris	University of Exeter
PRJNA988133	GCF_034552655.1	ASM3455265v1	Xanthomonas campestris pv. campestris (g-proteobacteria)	339	SAMN36001480	88766	333	5655	campestris	University of Exeter
PRJNA988133	GCF_034552635.1	ASM3455263v1	Xanthomonas campestris pv. campestris (g-proteobacteria)	339	SAMN36001476	111079	150	5610	campestris	University of Exeter
PRJNA988133	GCF_034552615.1	ASM3455261v1	Xanthomonas campestris pv. campestris (g-proteobacteria)	339	SAMN36001479	83963	301	5651	campestris	University of Exeter
PRJNA988133	GCF_034552595.1	ASM3455259v1	Xanthomonas campestris pv. campestris (g-proteobacteria)	339	SAMN36001477	111448	156	5630	campestris	University of Exeter
PRJNA988133	GCF_034552575.1	ASM3455257v1	Xanthomonas campestris pv. campestris (g-proteobacteria)	339	SAMN36001478	115494	125	5631	campestris	University of Exeter
PRJNA988133	GCF_034552535.1	ASM3455253v1	Xanthomonas campestris pv. campestris (g-proteobacteria)	339	SAMN36001473	114196	131	5591	campestris	University of Exeter
PRJNA988133	GCF_034552495.1	ASM3455249v1	Xanthomonas campestris pv. campestris (g-proteobacteria)	339	SAMN36001464	107527	95	5498	campestris	University of Exeter
PRJNA988133	GCF_034552505.1	ASM3455250v1	Xanthomonas campestris pv. campestris (g-proteobacteria)	339	SAMN36001475	110947	160	5594	campestris	University of Exeter
PRJNA988133	GCF_034552475.1	ASM3455247v1	Xanthomonas campestris pv. campestris (g-proteobacteria)	339	SAMN36001474	93961	194	5592	campestris	University of Exeter
PRJNA988133	GCF_034527775.1	ASM3452777v1	Xanthomonas campestris pv. campestris (g-proteobacteria)	339	SAMN36001463	82399	124	5495	campestris	University of Exeter
PRJNA505826	GCF_047459095.1	ASM4745909v1	Xanthomonas campestris pv. raphani (g-proteobacteria)	339	SAMN10440456	135506	103	WHRI 6490	raphani	University of Warwick
PRJNA505826	GCF_047459055.1	ASM4745905v1	Xanthomonas campestris pv. raphani (g-proteobacteria)	339	SAMN10440457	121839	126	WHRI 8298	raphani	University of Warwick
PRJNA505826	GCF_047459035.1	ASM4745903v1	Xanthomonas campestris pv. raphani (g-proteobacteria)	339	SAMN10440458	481939	118	WHRI 8803	raphani	University of Warwick
PRJNA505826	GCF_047459015.1	ASM4745901v1	Xanthomonas campestris pv. raphani (g-proteobacteria)	339	SAMN10440461	214825	109	WHRI 8474	raphani	University of Warwick
PRJNA505826	GCF_047458975.1	ASM4745897v1	Xanthomonas campestris pv. campestris (g-proteobacteria)	339	SAMN10440464	194262	113	WHRI 3811	campestris	University of Warwick
PRJNA505826	GCF_047458995.1	ASM4745899v1	Xanthomonas campestris pv. raphani (g-proteobacteria)	339	SAMN10440459	195140	42	WHRI 6520	raphani	University of Warwick
PRJNA505826	GCF_047458955.1	ASM4745895v1	Xanthomonas campestris pv. raphani (g-proteobacteria)	339	SAMN10440462	141184	106	WHRI 6519	raphani	University of Warwick
PRJNA505826	GCF_047458935.1	ASM4745893v1	Xanthomonas campestris pv. raphani (g-proteobacteria)	339	SAMN10440460	160341	100	WHRI 8305	raphani	University of Warwick
PRJNA505826	GCF_047458915.1	ASM4745891v1	Xanthomonas campestris pv. campestris (g-proteobacteria)	339	SAMN10440465	247790	47	WHRI 6195	campestris	University of Warwick
PRJNA505826	GCF_047458855.1	ASM4745885v1	Xanthomonas campestris pv. campestris (g-proteobacteria)	339	SAMN10440468	139976	25	WHRI 8819	campestris	University of Warwick
PRJNA505826	GCF_047458895.1	ASM4745889v1	Xanthomonas campestris pv. campestris (g-proteobacteria)	339	SAMN10440470	132465	53	WHRI 6312A	campestris	University of Warwick
PRJNA505826	GCF_047458835.1	ASM4745883v1	Xanthomonas campestris pv. campestris (g-proteobacteria)	339	SAMN10440469	132901	89	WHRI 1279A	campestris	University of Warwick
PRJNA505826	GCF_047458875.1	ASM4745887v1	Xanthomonas campestris pv. campestris (g-proteobacteria)	339	SAMN10440467	201253	171	WHRI 3849A	campestris	University of Warwick
PRJNA505826	GCF_047458815.1	ASM4745881v1	Xanthomonas campestris pv. campestris (g-proteobacteria)	339	SAMN10440472	177539	43	WHRI 7806	campestris	University of Warwick
PRJNA505826	GCF_047458795.1	ASM4745879v1	Xanthomonas campestris pv. campestris (g-proteobacteria)	339	SAMN10440471	98224	44	WHRI 7758	campestris	University of Warwick
PRJNA505826	GCF_047458775.1	ASM4745877v1	Xanthomonas campestris pv. campestris (g-proteobacteria)	339	SAMN10440475	130562	57	WHRI 3880	campestris	University of Warwick
PRJNA505826	GCF_047458755.1	ASM4745875v1	Xanthomonas campestris pv. campestris (g-proteobacteria)	339	SAMN10440477	150997	65	WHRI 6181	campestris	University of Warwick
PRJNA505826	GCF_047458735.1	ASM4745873v1	Xanthomonas campestris pv. campestris (g-proteobacteria)	339	SAMN10440476	266817	57	WHRI 6382	campestris	University of Warwick
PRJNA505826	GCF_047458715.1	ASM4745871v1	Xanthomonas campestris pv. campestris (g-proteobacteria)	339	SAMN10440478	153504	47	WHRI 6185	campestris	University of Warwick
PRJNA505826	GCF_047458695.1	ASM4745869v1	Xanthomonas campestris pv. campestris (g-proteobacteria)	339	SAMN10440481	101487	101	WHRI 8806	campestris	University of Warwick
PRJNA505826	GCF_047458675.1	ASM4745867v1	Xanthomonas campestris pv. campestris (g-proteobacteria)	339	SAMN10440480	162583	61	WHRI 8497	campestris	University of Warwick
PRJNA505826	GCF_047458635.1	ASM4745863v1	Xanthomonas campestris pv. campestris (g-proteobacteria)	339	SAMN10440483	194862	50	WHRI 8815	campestris	University of Warwick
PRJNA505826	GCF_047458655.1	ASM4745865v1	Xanthomonas campestris pv. incanae (g-proteobacteria)	339	SAMN10440484	146644	51	WHRI 6378	incanae	University of Warwick
PRJNA505826	GCF_047458615.1	ASM4745861v1	Xanthomonas campestris pv. plantaginis (g-proteobacteria)	339	SAMN10440486	161916	156	WHRI 8521	plantaginis	University of Warwick
PRJNA505826	GCF_047458595.1	ASM4745859v1	Xanthomonas campestris pv. armoraciae (g-proteobacteria)	339	SAMN10440485	188435	38	WHRI 6376	armoraciae	University of Warwick
PRJNA505826	GCF_047458575.1	ASM4745857v1	Xanthomonas campestris (g-proteobacteria)	339	SAMN10440488	156519	115	WHRI 6375		University of Warwick
PRJNA505826	GCF_047458535.1	ASM4745853v1	Xanthomonas campestris (g-proteobacteria)	339	SAMN10440487	200664	161	WHRI 5219A		University of Warwick
PRJNA774128	GCF_020813315.3	ASM2081331v3	Xanthomonas campestris pv. barbareae (g-proteobacteria)	339	SAMN22552839	5056482	83	NCPPB 983	barbareae	University of Exeter
PRJNA774128	GCF_041521275.1	ASM4152127v1	Xanthomonas campestris pv. campestris (g-proteobacteria)	339	SAMN43286081	153711	80	NCPPB 4680	campestris	University of Exeter
PRJNA774128	GCF_041521265.1	ASM4152126v1	Xanthomonas campestris pv. campestris (g-proteobacteria)	339	SAMN43286079	140199	70	NCPPB 3927	campestris	University of Exeter
PRJNA774128	GCF_041521255.1	ASM4152125v1	Xanthomonas campestris pv. campestris (g-proteobacteria)	339	SAMN43286083	183318	95	NCPPB 1144	campestris	University of Exeter
PRJNA774128	GCF_041521225.1	ASM4152122v1	Xanthomonas campestris pv. campestris (g-proteobacteria)	339	SAMN43286080	143431	50	NCPPB 4678	campestris	University of Exeter
PRJNA774128	GCF_041519825.1	ASM4151982v1	Xanthomonas campestris pv. campestris (g-proteobacteria)	339	SAMN43286082	162982	70	NCPPB 4682	campestris	University of Exeter
PRJNA774128	GCF_020813315.2	ASM2081331v2	Xanthomonas campestris pv. barbareae (g-proteobacteria)	339	SAMN22552839	5060413	83	NCPPB 983	barbareae	University of Exeter
PRJNA774128	GCF_020813015.2	ASM2081301v2	Xanthomonas campestris pv. papavericola (g-proteobacteria)	339	SAMN22552843	4695898	25	NCPPB 2970	papavericola	University of Exeter
PRJNA774128	GCF_020813315.1	ASM2081331v1	Xanthomonas campestris pv. barbareae (g-proteobacteria)	339	SAMN22552839	208499	80	NCPPB 983	barbareae	University of Exeter
PRJNA774128	GCF_020813295.1	ASM2081329v1	Xanthomonas campestris pv. incanae (g-proteobacteria)	339	SAMN22552838	191313	115	NCPPB 937	incanae	University of Exeter
PRJNA774128	GCF_020813195.1	ASM2081319v1	Xanthomonas campestris (g-proteobacteria)	339	SAMN22552842	925886	99	NCPPB 4232		University of Exeter
PRJNA774128	GCF_020813175.1	ASM2081317v1	Xanthomonas campestris (g-proteobacteria)	339	SAMN22552828	141887	41	NCPPB 2586		University of Exeter
PRJNA774128	GCF_020813135.1	ASM2081313v1	Xanthomonas campestris pv. campestris (g-proteobacteria)	339	SAMN22552834	163452	67	NCPPB 528	campestris	University of Exeter
PRJNA774128	GCF_020813155.1	ASM2081315v1	Xanthomonas campestris (g-proteobacteria)	339	SAMN22552831	163261	223	NCPPB 3883		University of Exeter
PRJNA774128	GCF_020813115.1	ASM2081311v1	Xanthomonas campestris pv. aberrans (g-proteobacteria)	339	SAMN22552830	145536	126	NCPPB 2986	aberrans	University of Exeter
PRJNA774128	GCF_020813085.1	ASM2081308v1	Xanthomonas campestris (g-proteobacteria)	339	SAMN22552832	163267	137	NCPPB 3884		University of Exeter
PRJNA774128	GCF_020813075.1	ASM2081307v1	Xanthomonas campestris pv. raphani (g-proteobacteria)	339	SAMN22552835	196893	42	NCPPB 1946	raphani	University of Exeter
PRJNA774128	GCF_020813055.1	ASM2081305v1	Xanthomonas campestris (g-proteobacteria)	339	SAMN22552833	184313	96	NCPPB 2918		University of Exeter
PRJNA774128	GCF_020813005.1	ASM2081300v1	Xanthomonas campestris pv. plantaginis (g-proteobacteria)	339	SAMN22552840	153285	174	NCPPB 1061	plantaginis	University of Exeter
PRJNA774128	GCF_020813015.1	ASM2081301v1	Xanthomonas campestris pv. papavericola (g-proteobacteria)	339	SAMN22552843	220536	148	NCPPB 2970	papavericola	University of Exeter
PRJNA774128	GCF_020812995.1	ASM2081299v1	Xanthomonas campestris (g-proteobacteria)	339	SAMN22552841	424918	177	NCPPB 4231		University of Exeter
PRJNA774128	GCF_020812975.1	ASM2081297v1	Xanthomonas campestris (g-proteobacteria)	339	SAMN22552837	300883	151	NCPPB 2345		University of Exeter
PRJNA774128	GCF_020812955.1	ASM2081295v1	Xanthomonas campestris (g-proteobacteria)	339	SAMN22552836	189096	133	NCPPB 4037		University of Exeter
